2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 05:48:23 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 110: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:48:23 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:48:23 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:48:23 - write_node                - INFO - N/A - Chunk 29 marked as processed
2025-05-25 05:48:24 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 25 started
2025-05-25 05:48:32 - event_scoring             - INFO - 28.320s - Successfully calculated event scores
2025-05-25 05:48:32 - event_scoring             - INFO - 28.320s - Chunk 27 processed successfully. Processed 1 general events.
2025-05-25 05:48:33 - sentiment_analysis        - INFO - 30.133s - Successfully got sentiment score
2025-05-25 05:48:33 - sentiment_analysis        - INFO - 30.133s - Chunk 27 processed successfully. Processed 1 person events.
2025-05-25 05:48:33 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 27 started
2025-05-25 05:48:33 - inconsistency_detection   - INFO - 0.012s - Chunk 27 processed successfully. Processed 1 person events.
2025-05-25 05:48:33 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 27 started
2025-05-25 05:48:33 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 27.
2025-05-25 05:48:33 - person_summary            - INFO - N/A - No sentiment history found for person Olly Bartlett in chunk 27, generating new.
2025-05-25 05:48:40 - opinion_scoring           - INFO - 27.630s - Successfully calculated opinion scores
2025-05-25 05:48:40 - opinion_scoring           - INFO - 27.631s - Chunk 28 processed successfully. Processed 1 person events.
2025-05-25 05:48:40 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:48:40 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:48:40 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:48:40 - write_node                - INFO - N/A - Chunk 28 marked as processed
2025-05-25 05:48:40 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 24 started
2025-05-25 05:48:57 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 527). Attempting to fix...
2025-05-25 05:48:57 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:48:57 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 238 (char 237)
2025-05-25 05:48:57 - event_classifier          - INFO - 37.368s - Chunk 26 processed, (1) general events, (1) opinions.
2025-05-25 05:48:57 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 26 started
2025-05-25 05:48:57 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 26 started
2025-05-25 05:49:10 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 493). Attempting to fix...
2025-05-25 05:49:10 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:49:10 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 214 (char 213)
2025-05-25 05:49:10 - event_classifier          - INFO - 45.972s - Chunk 25 processed, (1) general events, (1) opinions.
2025-05-25 05:49:10 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 25 started
2025-05-25 05:49:10 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 25 started
2025-05-25 05:49:17 - person_summary            - INFO - 43.822s - Successfully got comment
2025-05-25 05:49:17 - person_summary            - INFO - 43.822s - Chunk 27 processed successfully. Processed 1 person events.
2025-05-25 05:49:17 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 27 started
2025-05-25 05:49:32 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 346). Attempting to fix...
2025-05-25 05:49:32 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:49:32 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 232 (char 231)
2025-05-25 05:49:32 - event_classifier          - INFO - 51.133s - Chunk 24 processed, (1) general events, (1) opinions.
2025-05-25 05:49:32 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 24 started
2025-05-25 05:49:32 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 24 started
2025-05-25 05:49:40 - event_scoring             - INFO - 43.555s - Successfully calculated event scores
2025-05-25 05:49:40 - event_scoring             - INFO - 43.556s - Chunk 26 processed successfully. Processed 1 general events.
2025-05-25 05:49:42 - sentiment_analysis        - INFO - 45.432s - Successfully got sentiment score
2025-05-25 05:49:42 - sentiment_analysis        - INFO - 45.432s - Chunk 26 processed successfully. Processed 1 person events.
2025-05-25 05:49:42 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 26 started
2025-05-25 05:49:42 - inconsistency_detection   - INFO - 0.011s - Chunk 26 processed successfully. Processed 1 person events.
2025-05-25 05:49:42 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 26 started
2025-05-25 05:49:42 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 26.
2025-05-25 05:49:42 - person_summary            - INFO - N/A - No sentiment history found for person Thomas Roland in chunk 26, generating new.
2025-05-25 05:49:48 - event_scoring             - INFO - 38.515s - Successfully calculated event scores
2025-05-25 05:49:48 - event_scoring             - INFO - 38.515s - Chunk 25 processed successfully. Processed 1 general events.
2025-05-25 05:49:50 - sentiment_analysis        - INFO - 40.314s - Successfully got sentiment score
2025-05-25 05:49:50 - sentiment_analysis        - INFO - 40.315s - Chunk 25 processed successfully. Processed 1 person events.
2025-05-25 05:49:50 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 25 started
2025-05-25 05:49:50 - inconsistency_detection   - INFO - 0.012s - Chunk 25 processed successfully. Processed 1 person events.
2025-05-25 05:49:50 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 25 started
2025-05-25 05:49:50 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 25.
2025-05-25 05:49:50 - person_summary            - INFO - N/A - No sentiment history found for person David Shapiro in chunk 25, generating new.
2025-05-25 05:49:57 - opinion_scoring           - INFO - 39.327s - Successfully calculated opinion scores
2025-05-25 05:49:57 - opinion_scoring           - INFO - 39.328s - Chunk 27 processed successfully. Processed 1 person events.
2025-05-25 05:49:57 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:49:57 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 112: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:49:57 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:49:57 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:49:57 - write_node                - INFO - N/A - Chunk 27 marked as processed
2025-05-25 05:49:57 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 22 started
2025-05-25 05:50:06 - event_scoring             - INFO - 34.022s - Successfully calculated event scores
2025-05-25 05:50:06 - event_scoring             - INFO - 34.023s - Chunk 24 processed successfully. Processed 1 general events.
2025-05-25 05:50:07 - sentiment_analysis        - INFO - 35.830s - Successfully got sentiment score
2025-05-25 05:50:07 - sentiment_analysis        - INFO - 35.830s - Chunk 24 processed successfully. Processed 1 person events.
2025-05-25 05:50:07 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 24 started
2025-05-25 05:50:07 - inconsistency_detection   - INFO - 0.000s - Chunk 24 processed successfully. Processed 1 person events.
2025-05-25 05:50:07 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 24 started
2025-05-25 05:50:07 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 24.
2025-05-25 05:50:07 - person_summary            - INFO - N/A - No sentiment history found for person Gavin Newsom in chunk 24, generating new.
2025-05-25 05:50:15 - person_summary            - INFO - 32.862s - Successfully got comment
2025-05-25 05:50:15 - person_summary            - INFO - 32.864s - Chunk 26 processed successfully. Processed 1 person events.
2025-05-25 05:50:15 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 26 started
2025-05-25 05:50:20 - person_summary            - INFO - 29.526s - Successfully got comment
2025-05-25 05:50:20 - person_summary            - INFO - 29.528s - Chunk 25 processed successfully. Processed 1 person events.
2025-05-25 05:50:20 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 25 started
2025-05-25 05:50:35 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 420). Attempting to fix...
2025-05-25 05:50:35 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:50:35 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 263 (char 262)
2025-05-25 05:50:35 - event_classifier          - INFO - 37.484s - Chunk 22 processed, (1) general events, (1) opinions.
2025-05-25 05:50:35 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 22 started
2025-05-25 05:50:35 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 22 started
2025-05-25 05:50:45 - person_summary            - ERROR - N/A - Error in refinement process: 'max_length'. Falling back to truncation.
2025-05-25 05:50:45 - person_summary            - INFO - 37.424s - Successfully got comment
2025-05-25 05:50:45 - person_summary            - INFO - 37.425s - Chunk 24 processed successfully. Processed 1 person events.
2025-05-25 05:50:45 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 24 started
2025-05-25 05:50:51 - opinion_scoring           - INFO - 36.175s - Successfully calculated opinion scores
2025-05-25 05:50:51 - opinion_scoring           - INFO - 36.175s - Chunk 26 processed successfully. Processed 1 person events.
2025-05-25 05:50:51 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:50:51 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:50:51 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:50:51 - write_node                - INFO - N/A - Chunk 26 marked as processed
2025-05-25 05:50:52 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 21 started
2025-05-25 05:50:56 - opinion_scoring           - INFO - 36.507s - Successfully calculated opinion scores
2025-05-25 05:50:56 - opinion_scoring           - INFO - 36.507s - Chunk 25 processed successfully. Processed 1 person events.
2025-05-25 05:50:56 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:50:56 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 114: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:50:56 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:50:56 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:50:56 - write_node                - INFO - N/A - Chunk 25 marked as processed
2025-05-25 05:50:57 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 20 started
